carat,price,x,cut_Good,cut_Ideal,cut_Premium,cut_Very Good,color_E,color_F,color_G,color_H,color_I,color_J,clarity_IF,clarity_SI1,clarity_SI2,clarity_VS1,clarity_VS2,clarity_VVS1,clarity_VVS2
0.57,2096,5.37,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.9,4369,6.17,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.53,1956,5.18,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.65,1828,5.52,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True
1.55,8873,7.31,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False
0.41,999,4.86,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True
0.72,3012,5.85,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.51,1312,5.19,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.91,2854,6.04,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.92,4721,6.34,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False
1.01,4121,6.44,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
2.01,16003,7.87,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.65,6788,7.53,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.31,1046,4.39,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.31,840,4.37,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.3,1069,4.36,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
1.02,3713,6.36,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False
1.21,6025,6.77,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.34,765,4.53,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.0,7177,6.37,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True
0.31,816,4.37,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.9,4693,6.14,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.5,1009,4.98,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.71,2386,5.71,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.06,5075,6.61,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.71,3035,5.83,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.57,1280,5.32,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.9,12165,8.0,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.51,11480,7.38,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.36,1094,4.58,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.01,5751,6.56,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
2.32,17516,8.45,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.01,4425,6.56,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False
0.59,1371,5.45,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.36,663,4.54,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.0,3858,6.62,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.2,10053,6.89,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.9,4255,6.3,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1.54,7727,7.46,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.31,493,4.38,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.09,4322,6.56,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.41,1148,4.85,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.55,1768,5.31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.53,10013,7.36,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.92,3895,6.28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.03,4362,6.46,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.7,2373,5.6,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.29,555,4.26,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
1.5,8127,7.46,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False
0.58,1346,5.3,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.02,7564,6.4,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.54,1939,5.17,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1.3,6290,6.88,False,False,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False
0.46,1452,5.08,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1.0,7966,6.4,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
1.04,5535,6.53,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.19,7328,6.81,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.5,1569,5.03,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
1.19,7207,6.78,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
1.22,7395,6.8,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.8,3011,5.89,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.75,2991,5.91,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.9,4268,6.03,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.2,9203,6.81,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.31,429,4.34,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
1.55,7066,7.35,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
1.5,8014,7.19,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False
1.0,7114,6.36,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.3,886,4.34,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.38,993,4.67,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.7,12030,7.75,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.04,6232,6.48,False,False,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False
0.7,2700,5.75,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.53,1727,5.22,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.09,16406,6.75,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
0.26,578,4.08,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.7,3199,5.67,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.77,3544,5.84,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.01,7448,6.34,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False
2.22,5607,8.04,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
0.7,3075,5.64,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
1.01,4803,6.44,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.92,3282,6.12,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.39,7991,7.24,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.57,1364,5.37,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1.01,6097,6.43,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
1.11,5042,6.72,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.5,1752,5.04,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.71,4124,5.7,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
1.03,7726,6.51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.37,1406,4.75,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.78,4183,5.87,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.67,1811,5.58,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.9,3102,6.16,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.31,872,4.4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.93,2647,6.23,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1.44,9677,7.01,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.01,4829,6.53,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.51,1355,5.17,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.38,1112,4.77,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.33,492,4.39,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False
0.51,1377,5.15,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.63,3161,5.48,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.52,1037,5.2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.51,1678,5.1,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.53,1205,5.21,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.52,1428,5.15,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.2,7258,6.91,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.74,2583,5.89,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,4312,6.39,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
2.07,15055,8.32,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.46,5723,7.61,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.13,8051,6.71,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.9,5218,6.16,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.8,4193,5.93,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False
0.53,2905,5.16,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
0.33,781,4.5,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.43,1207,4.8,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.73,2596,5.77,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.9,4858,6.13,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.32,900,4.4,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.3,789,4.26,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.16,5164,6.72,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.7,2674,5.8,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.61,1829,5.43,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.3,776,4.32,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.41,1153,4.76,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
1.23,6577,6.94,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.3,526,4.27,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.52,8818,7.39,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.32,421,4.33,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
1.06,4483,6.63,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.8,17273,7.81,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.3,658,4.25,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.41,891,4.77,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.72,2058,5.74,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.21,7111,6.89,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.34,11118,7.16,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.01,4191,6.54,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.7,14860,7.51,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.4,687,4.68,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
1.56,7763,7.41,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.57,2591,5.31,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
0.3,1114,4.31,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
1.09,5085,6.49,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.34,712,4.47,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1.0,5390,6.3,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.32,702,4.37,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.97,2239,6.4,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
0.42,1048,4.87,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
0.52,1707,5.15,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.52,1860,5.03,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False
1.01,6618,6.38,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False
1.15,5851,6.76,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False
1.01,4872,6.53,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
0.31,982,4.38,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.76,2364,5.81,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.91,5259,6.17,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
0.28,522,4.16,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
1.01,6288,6.44,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,False
0.33,772,4.48,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
2.06,15691,8.39,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.33,6118,7.11,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
0.31,651,4.29,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.73,2496,5.76,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.36,1053,4.56,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.71,2396,5.49,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
1.0,4435,6.03,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.4,945,4.82,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.9,3948,6.06,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.37,1124,4.63,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.5,1690,5.09,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.3,464,4.31,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
0.72,2868,5.72,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.31,914,4.32,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False
0.32,702,4.36,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.31,462,4.33,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.53,14282,7.49,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.02,6157,6.48,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.71,2331,5.8,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
1.5,8427,7.28,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True
0.4,870,4.72,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.71,2964,5.68,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.46,1245,4.98,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
1.54,8652,7.45,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
0.31,1046,4.35,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
0.56,2066,5.31,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0.32,842,4.4,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True
2.01,11212,7.74,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
1.01,10797,6.53,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.43,792,4.77,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.9,3919,6.18,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.56,1929,5.32,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
1.0,5883,6.23,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.32,576,4.44,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.53,1946,5.21,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.41,683,4.79,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.0,4573,6.31,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.55,2077,5.35,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
2.13,13370,8.18,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,False
1.24,7800,6.92,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.31,502,4.35,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
1.28,5949,7.02,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2.18,15850,8.34,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.3,447,4.29,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
1.16,5072,6.71,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False
0.92,3823,6.18,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
0.41,637,4.78,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2.04,13477,8.04,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
1.5,7715,7.34,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.21,7426,6.78,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
0.54,1944,5.25,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
0.69,1951,5.75,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
0.39,914,4.67,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
1.64,11305,7.68,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.4,936,4.66,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True
1.01,4887,6.25,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
1.0,5784,6.35,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
1.21,4268,6.83,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,False
0.71,2889,5.69,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False
0.41,755,4.75,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.7,1803,5.54,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.1,3216,6.65,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.55,1281,5.27,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
1.0,4389,6.52,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
2.24,16097,8.36,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
0.33,780,4.44,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
1.74,12032,7.74,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.25,575,4.1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
0.5,1806,5.1,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.43,1207,4.82,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.31,593,4.31,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0.5,1348,4.98,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.91,5032,6.16,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
1.02,11573,6.41,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
0.53,1818,5.25,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.3,684,4.29,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True
0.39,1124,4.69,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.58,1884,5.33,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.53,1607,5.31,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.91,4437,6.22,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.3,612,4.31,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.72,3547,5.81,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.51,1668,5.14,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.04,8655,6.52,False,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False
1.28,6451,6.92,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
1.05,6981,6.51,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.29,664,4.2,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True
0.5,1980,4.95,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
1.11,4497,6.57,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False
0.49,1011,5.17,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.62,2208,5.46,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.32,718,4.37,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.4,870,4.82,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False
0.96,5767,6.34,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False
0.72,2724,5.78,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.43,669,4.79,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2.52,10076,8.39,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
0.31,816,4.34,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False
1.0,6720,6.43,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False
0.5,1966,5.1,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.38,812,4.66,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.7,2793,5.66,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.26,597,4.08,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False
1.0,4620,6.44,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.31,802,4.38,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.7,2726,5.73,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.71,1986,5.76,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False
1.02,4604,6.4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
1.02,4875,6.47,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.9,2927,6.32,False,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False
0.9,4091,6.13,False,True,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
1.02,7192,6.49,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False
1.05,12273,6.51,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False
0.73,2409,5.87,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.25,633,4.1,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True
1.11,6088,6.83,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
0.7,2042,5.66,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False
0.33,820,4.41,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False
0.5,1316,5.09,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False
0.59,1742,5.43,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.31,826,4.4,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False
0.53,1174,5.13,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False
0.3,552,4.27,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False
0.71,2437,5.66,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
1.0,5555,6.39,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False
0.8,2640,6.13,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0.54,1786,5.25,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False
0.3,500,4.25,False,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False
0.95,4958,6.31,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
0.56,1743,5.35,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
1.51,6173,7.41,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False
1.11,4056,6.44,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
0.32,672,4.44,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
0.6,2306,5.36,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False
0.9,4914,6.17,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1.01,4707,6.34,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False
0.9,4740,6.17,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False
1.01,6399,6.51,False,False,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False
0.52,1214,5.19,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
0.5,1133,5.06,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False
0.54,1637,5.24,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False
1.31,5759,7.07,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0.37,632,4.62,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
0.56,1819,5.27,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False
1.0,3584,6.41,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False
0.56,1698,5.28,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,True,False
0.32,645,4.4,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False
0.63,1235,5.33,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
